cs_week_beg_dt,country,channel_type,l1_topic,sr_cnt,csat_sum,csat_response_cnt,rsltn_cnt,rsltn_response_cnt
2026-03-23,DE,Phone,Buyer & Seller Disputes,53,40,11,49,34
2026-03-23,DE,Chat,Buyer & Seller Disputes,39,29,8,35,24
2026-03-23,DE,Email,Buyer & Seller Disputes,24,17,5,21,13
2026-03-30,US,Phone,Returns & Refunds,699,646,163,646,495
2026-03-30,US,Chat,Returns & Refunds,510,377,95,472,347
2026-03-30,US,Email,Returns & Refunds,292,277,72,274,183
2026-03-30,US,Phone,Shipping & Delivery,608,582,147,535,424
2026-03-30,US,Chat,Shipping & Delivery,504,402,101,457,349
2026-03-30,US,Email,Shipping & Delivery,263,214,56,234,168
2026-03-30,US,Phone,Payments & Payouts,425,318,79,374,291
2026-03-30,US,Chat,Payments & Payouts,315,258,66,274,205
2026-03-30,US,Email,Payments & Payouts,180,142,37,155,106
2026-03-30,US,Phone,Listing & Selling,402,430,103,374,307
2026-03-30,US,Chat,Listing & Selling,298,267,65,276,222
2026-03-30,US,Email,Listing & Selling,174,175,44,155,120
2026-03-30,US,Phone,Account Access,334,308,75,293,241
2026-03-30,US,Chat,Account Access,259,250,61,241,188
2026-03-30,US,Email,Account Access,147,127,32,127,93
2026-03-30,US,Phone,Buyer & Seller Disputes,259,183,49,227,161
2026-03-30,US,Chat,Buyer & Seller Disputes,198,155,41,182,130
2026-03-30,US,Email,Buyer & Seller Disputes,114,82,23,101,65
2026-03-30,UK,Phone,Returns & Refunds,253,181,46,219,163
2026-03-30,UK,Chat,Returns & Refunds,212,185,47,185,134
2026-03-30,UK,Email,Returns & Refunds,115,83,22,102,69
2026-03-30,UK,Phone,Shipping & Delivery,216,153,39,192,148
2026-03-30,UK,Chat,Shipping & Delivery,167,133,34,150,111
2026-03-30,UK,Email,Shipping & Delivery,98,85,22,87,61
2026-03-30,UK,Phone,Payments & Payouts,165,123,31,143,107
2026-03-30,UK,Chat,Payments & Payouts,120,108,27,111,81
2026-03-30,UK,Email,Payments & Payouts,70,60,16,64,43
2026-03-30,UK,Phone,Listing & Selling,160,127,31,139,116
2026-03-30,UK,Chat,Listing & Selling,128,129,32,117,95
2026-03-30,UK,Email,Listing & Selling,68,72,18,59,45
2026-03-30,UK,Phone,Account Access,123,98,24,108,86
2026-03-30,UK,Chat,Account Access,99,77,19,90,70
2026-03-30,UK,Email,Account Access,59,55,14,54,39
2026-03-30,UK,Phone,Buyer & Seller Disputes,94,67,18,81,57
2026-03-30,UK,Chat,Buyer & Seller Disputes,69,48,13,61,41
2026-03-30,UK,Email,Buyer & Seller Disputes,41,36,10,37,23
2026-03-30,DE,Phone,Returns & Refunds,162,137,35,148,109
2026-03-30,DE,Chat,Returns & Refunds,124,98,26,110,78
2026-03-30,DE,Email,Returns & Refunds,70,55,15,63,40
2026-03-30,DE,Phone,Shipping & Delivery,148,131,34,138,106
2026-03-30,DE,Chat,Shipping & Delivery,118,103,27,105,77
2026-03-30,DE,Email,Shipping & Delivery,67,60,16,58,39
2026-03-30,DE,Phone,Payments & Payouts,95,82,21,87,66
2026-03-30,DE,Chat,Payments & Payouts,74,65,17,64,46
2026-03-30,DE,Email,Payments & Payouts,45,37,10,39,25
2026-03-30,DE,Phone,Listing & Selling,93,81,20,81,67
2026-03-30,DE,Chat,Listing & Selling,78,72,18,72,57
2026-03-30,DE,Email,Listing & Selling,44,35,9,40,30
2026-03-30,DE,Phone,Account Access,75,68,17,70,56
2026-03-30,DE,Chat,Account Access,63,47,12,57,44
2026-03-30,DE,Email,Account Access,36,31,8,34,24
2026-03-30,DE,Phone,Buyer & Seller Disputes,57,48,13,50,35
2026-03-30,DE,Chat,Buyer & Seller Disputes,45,29,8,39,26
2026-03-30,DE,Email,Buyer & Seller Disputes,27,18,5,25,15
2026-04-06,US,Phone,Returns & Refunds,732,628,159,644,486
2026-04-06,US,Chat,Returns & Refunds,572,466,117,521,377
2026-04-06,US,Email,Returns & Refunds,316,308,81,281,192
2026-04-06,US,Phone,Shipping & Delivery,628,515,129,586,468
2026-04-06,US,Chat,Shipping & Delivery,486,416,104,427,322
2026-04-06,US,Email,Shipping & Delivery,259,253,65,235,164
2026-04-06,US,Phone,Payments & Payouts,436,449,112,381,287
2026-04-06,US,Chat,Payments & Payouts,345,302,77,307,234
2026-04-06,US,Email,Payments & Payouts,201,193,51,176,121
2026-04-06,US,Phone,Listing & Selling,373,286,69,336,286
2026-04-06,US,Chat,Listing & Selling,314,324,79,276,226
2026-04-06,US,Email,Listing & Selling,164,128,32,148,114
2026-04-06,US,Phone,Account Access,311,239,59,270,218
2026-04-06,US,Chat,Account Access,236,218,53,208,166
2026-04-06,US,Email,Account Access,132,132,34,120,90
2026-04-06,US,Phone,Buyer & Seller Disputes,219,188,50,191,136
2026-04-06,US,Chat,Buyer & Seller Disputes,182,124,33,159,108
2026-04-06,US,Email,Buyer & Seller Disputes,97,88,24,91,58
2026-04-06,UK,Phone,Returns & Refunds,243,185,47,213,156
2026-04-06,UK,Chat,Returns & Refunds,183,152,39,167,118
2026-04-06,UK,Email,Returns & Refunds,109,91,24,96,65
2026-04-06,UK,Phone,Shipping & Delivery,217,210,52,196,152
2026-04-06,UK,Chat,Shipping & Delivery,165,120,30,149,113
2026-04-06,UK,Email,Shipping & Delivery,92,65,17,80,56
2026-04-06,UK,Phone,Payments & Payouts,152,143,36,134,99
2026-04-06,UK,Chat,Payments & Payouts,116,99,25,106,76
2026-04-06,UK,Email,Payments & Payouts,68,49,13,61,40
2026-04-06,UK,Phone,Listing & Selling,144,129,31,126,104
2026-04-06,UK,Chat,Listing & Selling,103,91,22,96,76
2026-04-06,UK,Email,Listing & Selling,64,64,16,60,46
2026-04-06,UK,Phone,Account Access,119,121,30,108,85
2026-04-06,UK,Chat,Account Access,89,76,19,81,64
2026-04-06,UK,Email,Account Access,53,39,10,47,33
2026-04-06,UK,Phone,Buyer & Seller Disputes,84,59,16,74,53
2026-04-06,UK,Chat,Buyer & Seller Disputes,70,62,17,65,45
2026-04-06,UK,Email,Buyer & Seller Disputes,38,29,8,35,23
2026-04-06,DE,Phone,Returns & Refunds,162,131,34,144,105
2026-04-06,DE,Chat,Returns & Refunds,124,121,32,112,80
2026-04-06,DE,Email,Returns & Refunds,70,52,14,63,41
2026-04-06,DE,Phone,Shipping & Delivery,126,96,25,118,87
2026-04-06,DE,Chat,Shipping & Delivery,105,92,24,92,69
2026-04-06,DE,Email,Shipping & Delivery,61,41,11,54,37
2026-04-06,DE,Phone,Payments & Payouts,103,77,20,96,71
2026-04-06,DE,Chat,Payments & Payouts,75,61,16,67,49
2026-04-06,DE,Email,Payments & Payouts,46,34,9,42,27
2026-04-06,DE,Phone,Listing & Selling,91,70,17,82,68
2026-04-06,DE,Chat,Listing & Selling,67,52,13,59,46
2026-04-06,DE,Email,Listing & Selling,39,38,10,35,26
2026-04-06,DE,Phone,Account Access,72,67,17,65,50
2026-04-06,DE,Chat,Account Access,54,48,12,50,39
2026-04-06,DE,Email,Account Access,32,26,7,30,21
2026-04-06,DE,Phone,Buyer & Seller Disputes,60,51,14,55,39
2026-04-06,DE,Chat,Buyer & Seller Disputes,45,40,11,39,26
2026-04-06,DE,Email,Buyer & Seller Disputes,27,25,7,23,14
2026-04-13,US,Phone,Returns & Refunds,671,692,173,624,477
2026-04-13,US,Chat,Returns & Refunds,566,467,118,489,367
2026-04-13,US,Email,Returns & Refunds,316,220,57,290,192
2026-04-13,US,Phone,Shipping & Delivery,600,519,127,532,414
2026-04-13,US,Chat,Shipping & Delivery,451,402,101,411,320
2026-04-13,US,Email,Shipping & Delivery,255,213,55,225,159
2026-04-13,US,Phone,Payments & Payouts,463,406,100,430,331
2026-04-13,US,Chat,Payments & Payouts,359,342,87,312,232
2026-04-13,US,Email,Payments & Payouts,192,181,47,180,127
2026-04-13,US,Phone,Listing & Selling,405,340,82,380,313
2026-04-13,US,Chat,Listing & Selling,318,298,72,276,229
2026-04-13,US,Email,Listing & Selling,168,153,38,152,119
2026-04-13,US,Phone,Account Access,345,271,66,304,245
2026-04-13,US,Chat,Account Access,264,239,59,234,185
2026-04-13,US,Email,Account Access,151,149,38,140,104
2026-04-13,US,Phone,Buyer & Seller Disputes,232,218,57,206,147
2026-04-13,US,Chat,Buyer & Seller Disputes,185,171,46,165,116
2026-04-13,US,Email,Buyer & Seller Disputes,102,94,26,95,59
2026-04-13,UK,Phone,Returns & Refunds,276,256,64,250,185
2026-04-13,UK,Chat,Returns & Refunds,195,174,44,174,124
2026-04-13,UK,Email,Returns & Refunds,121,115,30,108,74
2026-04-13,UK,Phone,Shipping & Delivery,214,160,40,189,143
2026-04-13,UK,Chat,Shipping & Delivery,159,138,35,145,109
2026-04-13,UK,Email,Shipping & Delivery,97,68,18,91,64
2026-04-13,UK,Phone,Payments & Payouts,167,159,40,157,118
2026-04-13,UK,Chat,Payments & Payouts,125,104,26,111,81
2026-04-13,UK,Email,Payments & Payouts,75,72,19,67,45
2026-04-13,UK,Phone,Listing & Selling,142,135,33,128,107
2026-04-13,UK,Chat,Listing & Selling,116,113,28,105,83
2026-04-13,UK,Email,Listing & Selling,66,51,13,58,43
2026-04-13,UK,Phone,Account Access,119,103,25,107,85
2026-04-13,UK,Chat,Account Access,95,81,20,87,69
2026-04-13,UK,Email,Account Access,57,51,13,51,37
2026-04-13,UK,Phone,Buyer & Seller Disputes,91,68,18,79,55
2026-04-13,UK,Chat,Buyer & Seller Disputes,74,55,15,68,46
2026-04-13,UK,Email,Buyer & Seller Disputes,42,33,9,37,23
2026-04-13,DE,Phone,Returns & Refunds,171,125,32,159,117
2026-04-13,DE,Chat,Returns & Refunds,131,107,28,119,84
2026-04-13,DE,Email,Returns & Refunds,78,56,15,70,45
2026-04-13,DE,Phone,Shipping & Delivery,140,130,33,130,98
2026-04-13,DE,Chat,Shipping & Delivery,111,84,22,100,74
2026-04-13,DE,Email,Shipping & Delivery,63,53,14,57,39
2026-04-13,DE,Phone,Payments & Payouts,99,82,21,88,66
2026-04-13,DE,Chat,Payments & Payouts,75,69,18,65,46
2026-04-13,DE,Email,Payments & Payouts,43,37,10,39,26
2026-04-13,DE,Phone,Listing & Selling,104,86,21,92,76
2026-04-13,DE,Chat,Listing & Selling,80,72,18,70,56
2026-04-13,DE,Email,Listing & Selling,44,43,11,40,30
2026-04-13,DE,Phone,Account Access,76,75,19,68,54
2026-04-13,DE,Chat,Account Access,62,52,13,57,44
2026-04-13,DE,Email,Account Access,35,23,6,31,23
2026-04-13,DE,Phone,Buyer & Seller Disputes,59,52,14,53,36
2026-04-13,DE,Chat,Buyer & Seller Disputes,44,29,8,41,27
2026-04-13,DE,Email,Buyer & Seller Disputes,25,17,5,23,14
2026-04-20,US,Phone,Returns & Refunds,742,548,137,688,530
2026-04-20,US,Chat,Returns & Refunds,592,540,136,520,383
2026-04-20,US,Email,Returns & Refunds,326,276,73,303,207
2026-04-20,US,Phone,Shipping & Delivery,638,593,146,599,466
2026-04-20,US,Chat,Shipping & Delivery,487,409,103,429,335
2026-04-20,US,Email,Shipping & Delivery,261,203,53,228,160
2026-04-20,US,Phone,Payments & Payouts,457,389,98,419,318
2026-04-20,US,Chat,Payments & Payouts,353,287,73,316,241
2026-04-20,US,Email,Payments & Payouts,204,180,47,176,123
2026-04-20,US,Phone,Listing & Selling,446,472,113,393,336
2026-04-20,US,Chat,Listing & Selling,315,309,75,295,243
2026-04-20,US,Email,Listing & Selling,188,154,38,163,124
2026-04-20,US,Phone,Account Access,322,304,74,301,243
2026-04-20,US,Chat,Account Access,235,199,49,208,170
2026-04-20,US,Email,Account Access,136,127,32,122,89
2026-04-20,US,Phone,Buyer & Seller Disputes,229,204,53,202,143
2026-04-20,US,Chat,Buyer & Seller Disputes,183,163,44,162,117
2026-04-20,US,Email,Buyer & Seller Disputes,100,70,19,89,58
2026-04-20,UK,Phone,Returns & Refunds,264,250,63,229,176
2026-04-20,UK,Chat,Returns & Refunds,208,163,42,186,132
2026-04-20,UK,Email,Returns & Refunds,119,106,28,104,71
2026-04-20,UK,Phone,Shipping & Delivery,202,170,43,186,140
2026-04-20,UK,Chat,Shipping & Delivery,161,133,34,141,103
2026-04-20,UK,Email,Shipping & Delivery,91,88,23,79,56
2026-04-20,UK,Phone,Payments & Payouts,154,113,28,134,99
2026-04-20,UK,Chat,Payments & Payouts,125,104,26,110,83
2026-04-20,UK,Email,Payments & Payouts,73,72,19,64,44
2026-04-20,UK,Phone,Listing & Selling,154,168,40,134,113
2026-04-20,UK,Chat,Listing & Selling,118,104,25,103,82
2026-04-20,UK,Email,Listing & Selling,66,60,15,57,43
2026-04-20,UK,Phone,Account Access,125,118,29,109,86
2026-04-20,UK,Chat,Account Access,96,78,19,86,69
2026-04-20,UK,Email,Account Access,52,43,11,47,34
2026-04-20,UK,Phone,Buyer & Seller Disputes,79,57,15,72,50
2026-04-20,UK,Chat,Buyer & Seller Disputes,66,52,14,60,41
2026-04-20,UK,Email,Buyer & Seller Disputes,37,33,9,32,20
2026-04-20,DE,Phone,Returns & Refunds,152,145,37,135,99
2026-04-20,DE,Chat,Returns & Refunds,115,92,24,104,74
2026-04-20,DE,Email,Returns & Refunds,65,48,13,56,37
2026-04-20,DE,Phone,Shipping & Delivery,126,89,23,111,85
2026-04-20,DE,Chat,Shipping & Delivery,101,85,22,89,65
2026-04-20,DE,Email,Shipping & Delivery,59,49,13,52,36
2026-04-20,DE,Phone,Payments & Payouts,94,94,24,85,62
2026-04-20,DE,Chat,Payments & Payouts,68,58,15,62,46
2026-04-20,DE,Email,Payments & Payouts,41,33,9,37,25
2026-04-20,DE,Phone,Listing & Selling,89,69,17,82,68
2026-04-20,DE,Chat,Listing & Selling,64,52,13,57,45
2026-04-20,DE,Email,Listing & Selling,39,39,10,34,25
2026-04-20,DE,Phone,Account Access,73,56,14,68,55
2026-04-20,DE,Chat,Account Access,57,56,14,51,40
2026-04-20,DE,Email,Account Access,32,27,7,28,20
2026-04-20,DE,Phone,Buyer & Seller Disputes,55,41,11,47,32
2026-04-20,DE,Chat,Buyer & Seller Disputes,43,30,8,40,27
2026-04-20,DE,Email,Buyer & Seller Disputes,25,18,5,23,14
2026-04-27,US,Phone,Returns & Refunds,764,567,142,717,555
2026-04-27,US,Chat,Returns & Refunds,553,479,121,513,381
2026-04-27,US,Email,Returns & Refunds,321,226,58,298,205
2026-04-27,US,Phone,Shipping & Delivery,583,542,133,527,411
2026-04-27,US,Chat,Shipping & Delivery,449,370,93,420,323
2026-04-27,US,Email,Shipping & Delivery,276,195,50,247,172
2026-04-27,US,Phone,Payments & Payouts,462,411,102,426,324
2026-04-27,US,Chat,Payments & Payouts,348,322,80,300,230
2026-04-27,US,Email,Payments & Payouts,196,153,39,170,121
2026-04-27,US,Phone,Listing & Selling,428,349,84,402,343
2026-04-27,US,Chat,Listing & Selling,335,298,71,313,260
2026-04-27,US,Email,Listing & Selling,190,171,43,168,128
2026-04-27,US,Phone,Account Access,335,284,69,308,254
2026-04-27,US,Chat,Account Access,242,190,46,213,169
2026-04-27,US,Email,Account Access,148,135,34,133,99
2026-04-27,US,Phone,Buyer & Seller Disputes,242,231,61,223,159
2026-04-27,US,Chat,Buyer & Seller Disputes,198,187,50,182,125
2026-04-27,US,Email,Buyer & Seller Disputes,108,102,28,97,63
2026-04-27,UK,Phone,Returns & Refunds,258,189,47,233,173
2026-04-27,UK,Chat,Returns & Refunds,202,196,50,178,129
2026-04-27,UK,Email,Returns & Refunds,111,83,22,103,67
2026-04-27,UK,Phone,Shipping & Delivery,203,153,38,175,135
2026-04-27,UK,Chat,Shipping & Delivery,158,148,37,138,105
2026-04-27,UK,Email,Shipping & Delivery,85,61,16,76,52
2026-04-27,UK,Phone,Payments & Payouts,154,150,38,143,106
2026-04-27,UK,Chat,Payments & Payouts,125,104,26,108,81
2026-04-27,UK,Email,Payments & Payouts,73,73,19,68,45
2026-04-27,UK,Phone,Listing & Selling,143,123,30,130,108
2026-04-27,UK,Chat,Listing & Selling,115,94,23,103,83
2026-04-27,UK,Email,Listing & Selling,62,44,11,55,41
2026-04-27,UK,Phone,Account Access,111,104,25,104,86
2026-04-27,UK,Chat,Account Access,92,90,22,84,66
2026-04-27,UK,Email,Account Access,53,43,11,48,35
2026-04-27,UK,Phone,Buyer & Seller Disputes,83,78,21,72,51
2026-04-27,UK,Chat,Buyer & Seller Disputes,65,46,12,59,40
2026-04-27,UK,Email,Buyer & Seller Disputes,37,33,9,33,21
2026-04-27,DE,Phone,Returns & Refunds,154,120,31,143,103
2026-04-27,DE,Chat,Returns & Refunds,123,122,32,106,76
2026-04-27,DE,Email,Returns & Refunds,67,55,15,58,39
2026-04-27,DE,Phone,Shipping & Delivery,129,121,31,115,87
2026-04-27,DE,Chat,Shipping & Delivery,102,81,21,91,66
2026-04-27,DE,Email,Shipping & Delivery,55,52,14,48,33
2026-04-27,DE,Phone,Payments & Payouts,93,95,24,87,66
2026-04-27,DE,Chat,Payments & Payouts,77,75,19,70,50
2026-04-27,DE,Email,Payments & Payouts,42,37,10,38,25
2026-04-27,DE,Phone,Listing & Selling,86,73,18,77,62
2026-04-27,DE,Chat,Listing & Selling,67,60,15,61,47
2026-04-27,DE,Email,Listing & Selling,37,31,8,34,25
2026-04-27,DE,Phone,Account Access,75,64,16,67,53
2026-04-27,DE,Chat,Account Access,56,48,12,50,39
2026-04-27,DE,Email,Account Access,34,23,6,31,22
2026-04-27,DE,Phone,Buyer & Seller Disputes,54,41,11,51,36
2026-04-27,DE,Chat,Buyer & Seller Disputes,40,33,9,38,26
2026-04-27,DE,Email,Buyer & Seller Disputes,23,21,6,20,13
2026-05-04,US,Phone,Returns & Refunds,649,663,163,600,469
2026-05-04,US,Chat,Returns & Refunds,512,425,106,466,339
2026-05-04,US,Email,Returns & Refunds,298,212,55,259,182
2026-05-04,US,Phone,Shipping & Delivery,617,640,157,549,426
2026-05-04,US,Chat,Shipping & Delivery,470,461,116,442,339
2026-05-04,US,Email,Shipping & Delivery,277,244,63,259,183
2026-05-04,US,Phone,Payments & Payouts,462,429,106,403,315
2026-05-04,US,Chat,Payments & Payouts,359,306,77,324,249
2026-05-04,US,Email,Payments & Payouts,191,160,41,169,115
2026-05-04,US,Phone,Listing & Selling,417,443,106,376,318
2026-05-04,US,Chat,Listing & Selling,326,333,81,283,231
2026-05-04,US,Email,Listing & Selling,180,162,40,158,120
2026-05-04,US,Phone,Account Access,330,309,75,302,252
2026-05-04,US,Chat,Account Access,257,234,57,239,195
2026-05-04,US,Email,Account Access,144,147,37,127,93
2026-05-04,US,Phone,Buyer & Seller Disputes,258,196,51,222,157
2026-05-04,US,Chat,Buyer & Seller Disputes,190,176,47,164,115
2026-05-04,US,Email,Buyer & Seller Disputes,108,92,25,100,67
2026-05-04,UK,Phone,Returns & Refunds,255,252,63,238,178
2026-05-04,UK,Chat,Returns & Refunds,203,195,49,188,134
2026-05-04,UK,Email,Returns & Refunds,113,95,25,98,65
2026-05-04,UK,Phone,Shipping & Delivery,227,239,59,203,157
2026-05-04,UK,Chat,Shipping & Delivery,168,142,36,147,110
2026-05-04,UK,Email,Shipping & Delivery,99,97,25,86,61
2026-05-04,UK,Phone,Payments & Payouts,167,144,36,150,112
2026-05-04,UK,Chat,Payments & Payouts,125,107,27,114,86
2026-05-04,UK,Email,Payments & Payouts,73,58,15,64,43
2026-05-04,UK,Phone,Listing & Selling,143,134,32,128,108
2026-05-04,UK,Chat,Listing & Selling,118,121,29,105,87
2026-05-04,UK,Email,Listing & Selling,65,67,17,59,45
2026-05-04,UK,Phone,Account Access,125,130,32,108,89
2026-05-04,UK,Chat,Account Access,93,72,18,83,67
2026-05-04,UK,Email,Account Access,53,51,13,49,35
2026-05-04,UK,Phone,Buyer & Seller Disputes,89,71,19,82,57
2026-05-04,UK,Chat,Buyer & Seller Disputes,66,60,16,61,42
2026-05-04,UK,Email,Buyer & Seller Disputes,41,26,7,36,22
2026-05-04,DE,Phone,Returns & Refunds,168,136,35,151,108
2026-05-04,DE,Chat,Returns & Refunds,132,107,28,119,86
2026-05-04,DE,Email,Returns & Refunds,80,71,19,74,49
2026-05-04,DE,Phone,Shipping & Delivery,141,132,34,127,96
2026-05-04,DE,Chat,Shipping & Delivery,112,94,24,102,77
2026-05-04,DE,Email,Shipping & Delivery,63,57,15,55,37
2026-05-04,DE,Phone,Payments & Payouts,102,78,20,91,66
2026-05-04,DE,Chat,Payments & Payouts,85,71,18,76,56
2026-05-04,DE,Email,Payments & Payouts,45,38,10,39,26
2026-05-04,DE,Phone,Listing & Selling,106,87,21,98,78
2026-05-04,DE,Chat,Listing & Selling,76,73,18,68,55
2026-05-04,DE,Email,Listing & Selling,45,32,8,41,31
2026-05-04,DE,Phone,Account Access,72,68,17,66,52
2026-05-04,DE,Chat,Account Access,58,52,13,51,39
2026-05-04,DE,Email,Account Access,33,27,7,30,21
2026-05-04,DE,Phone,Buyer & Seller Disputes,61,40,11,56,38
2026-05-04,DE,Chat,Buyer & Seller Disputes,46,29,8,42,28
2026-05-04,DE,Email,Buyer & Seller Disputes,27,21,6,24,15
2026-05-11,US,Phone,Returns & Refunds,767,731,179,692,528
2026-05-11,US,Chat,Returns & Refunds,575,485,123,499,374
2026-05-11,US,Email,Returns & Refunds,333,271,71,304,213
2026-05-11,US,Phone,Shipping & Delivery,629,471,115,548,429
2026-05-11,US,Chat,Shipping & Delivery,494,389,96,435,326
2026-05-11,US,Email,Shipping & Delivery,283,238,61,261,187
2026-05-11,US,Phone,Payments & Payouts,486,486,119,455,362
2026-05-11,US,Chat,Payments & Payouts,360,340,85,333,258
2026-05-11,US,Email,Payments & Payouts,215,196,51,195,139
2026-05-11,US,Phone,Listing & Selling,421,446,105,383,320
2026-05-11,US,Chat,Listing & Selling,337,272,65,310,253
2026-05-11,US,Email,Listing & Selling,192,192,47,178,135
2026-05-11,US,Phone,Account Access,337,308,74,297,243
2026-05-11,US,Chat,Account Access,273,282,69,255,203
2026-05-11,US,Email,Account Access,153,154,39,136,99
2026-05-11,US,Phone,Buyer & Seller Disputes,239,182,48,210,156
2026-05-11,US,Chat,Buyer & Seller Disputes,196,150,39,172,118
2026-05-11,US,Email,Buyer & Seller Disputes,110,78,21,99,62
2026-05-11,UK,Phone,Returns & Refunds,244,177,44,215,161
2026-05-11,UK,Chat,Returns & Refunds,187,151,38,162,118
2026-05-11,UK,Email,Returns & Refunds,111,95,25,103,70
2026-05-11,UK,Phone,Shipping & Delivery,209,201,50,189,146
2026-05-11,UK,Chat,Shipping & Delivery,170,166,41,148,112
2026-05-11,UK,Email,Shipping & Delivery,93,85,22,82,58
2026-05-11,UK,Phone,Payments & Payouts,152,127,32,137,103
2026-05-11,UK,Chat,Payments & Payouts,122,123,31,109,80
2026-05-11,UK,Email,Payments & Payouts,65,50,13,60,40
2026-05-11,UK,Phone,Listing & Selling,139,113,27,120,100
2026-05-11,UK,Chat,Listing & Selling,113,91,22,104,84
2026-05-11,UK,Email,Listing & Selling,62,64,16,55,42
2026-05-11,UK,Phone,Account Access,108,103,25,97,79
2026-05-11,UK,Chat,Account Access,90,85,21,83,64
2026-05-11,UK,Email,Account Access,52,44,11,48,35
2026-05-11,UK,Phone,Buyer & Seller Disputes,93,79,21,83,59
2026-05-11,UK,Chat,Buyer & Seller Disputes,71,56,15,61,41
2026-05-11,UK,Email,Buyer & Seller Disputes,40,29,8,37,24
2026-05-11,DE,Phone,Returns & Refunds,165,162,41,144,104
2026-05-11,DE,Chat,Returns & Refunds,129,112,29,111,80
2026-05-11,DE,Email,Returns & Refunds,77,56,15,70,47
2026-05-11,DE,Phone,Shipping & Delivery,149,107,27,132,100
2026-05-11,DE,Chat,Shipping & Delivery,112,98,25,103,74
2026-05-11,DE,Email,Shipping & Delivery,66,61,16,58,39
2026-05-11,DE,Phone,Payments & Payouts,98,81,21,89,68
2026-05-11,DE,Chat,Payments & Payouts,81,65,17,71,51
2026-05-11,DE,Email,Payments & Payouts,42,38,10,37,24
2026-05-11,DE,Phone,Listing & Selling,103,107,26,93,78
2026-05-11,DE,Chat,Listing & Selling,82,68,17,72,59
2026-05-11,DE,Email,Listing & Selling,44,39,10,38,29
2026-05-11,DE,Phone,Account Access,78,68,17,72,58
2026-05-11,DE,Chat,Account Access,63,48,12,56,43
2026-05-11,DE,Email,Account Access,36,35,9,32,24
2026-05-11,DE,Phone,Buyer & Seller Disputes,54,45,12,47,34
2026-05-11,DE,Chat,Buyer & Seller Disputes,43,33,9,39,27
2026-05-11,DE,Email,Buyer & Seller Disputes,26,21,6,24,15
2026-05-18,US,Phone,Returns & Refunds,698,566,139,649,504
2026-05-18,US,Chat,Returns & Refunds,530,401,100,478,361
2026-05-18,US,Email,Returns & Refunds,304,256,66,277,189
2026-05-18,US,Phone,Shipping & Delivery,598,631,153,526,411
2026-05-18,US,Chat,Shipping & Delivery,459,444,110,406,314
2026-05-18,US,Email,Shipping & Delivery,279,244,62,260,188
2026-05-18,US,Phone,Payments & Payouts,436,464,113,389,301
2026-05-18,US,Chat,Payments & Payouts,337,305,75,305,234
2026-05-18,US,Email,Payments & Payouts,194,139,36,170,118
2026-05-18,US,Phone,Listing & Selling,421,370,88,377,315
2026-05-18,US,Chat,Listing & Selling,309,268,65,274,228
2026-05-18,US,Email,Listing & Selling,180,172,42,166,126
2026-05-18,US,Phone,Account Access,353,324,79,322,262
2026-05-18,US,Chat,Account Access,261,226,54,232,183
2026-05-18,US,Email,Account Access,160,142,36,146,108
2026-05-18,US,Phone,Buyer & Seller Disputes,247,233,60,213,158
2026-05-18,US,Chat,Buyer & Seller Disputes,185,180,47,165,117
2026-05-18,US,Email,Buyer & Seller Disputes,109,98,27,94,60
2026-05-18,UK,Phone,Returns & Refunds,257,247,62,224,167
2026-05-18,UK,Chat,Returns & Refunds,193,170,43,170,121
2026-05-18,UK,Email,Returns & Refunds,109,88,23,95,66
2026-05-18,UK,Phone,Shipping & Delivery,217,225,56,194,150
2026-05-18,UK,Chat,Shipping & Delivery,171,178,44,153,115
2026-05-18,UK,Email,Shipping & Delivery,96,82,21,86,59
2026-05-18,UK,Phone,Payments & Payouts,160,120,30,148,116
2026-05-18,UK,Chat,Payments & Payouts,130,133,33,121,91
2026-05-18,UK,Email,Payments & Payouts,76,69,18,67,44
2026-05-18,UK,Phone,Listing & Selling,155,160,38,134,110
2026-05-18,UK,Chat,Listing & Selling,123,116,28,110,89
2026-05-18,UK,Email,Listing & Selling,74,60,15,66,50
2026-05-18,UK,Phone,Account Access,124,95,23,116,93
2026-05-18,UK,Chat,Account Access,97,81,20,85,67
2026-05-18,UK,Email,Account Access,55,43,11,50,37
2026-05-18,UK,Phone,Buyer & Seller Disputes,89,71,19,80,56
2026-05-18,UK,Chat,Buyer & Seller Disputes,68,50,13,60,41
2026-05-18,UK,Email,Buyer & Seller Disputes,42,32,9,37,23
2026-05-18,DE,Phone,Returns & Refunds,160,126,32,149,111
2026-05-18,DE,Chat,Returns & Refunds,119,105,27,108,77
2026-05-18,DE,Email,Returns & Refunds,68,63,17,61,41
2026-05-18,DE,Phone,Shipping & Delivery,132,115,29,121,91
2026-05-18,DE,Chat,Shipping & Delivery,107,74,19,94,68
2026-05-18,DE,Email,Shipping & Delivery,60,56,15,55,38
2026-05-18,DE,Phone,Payments & Payouts,102,81,21,96,70
2026-05-18,DE,Chat,Payments & Payouts,76,63,16,71,52
2026-05-18,DE,Email,Payments & Payouts,45,41,11,39,26
2026-05-18,DE,Phone,Listing & Selling,95,93,23,86,70
2026-05-18,DE,Chat,Listing & Selling,72,73,18,66,53
2026-05-18,DE,Email,Listing & Selling,43,36,9,39,29
2026-05-18,DE,Phone,Account Access,71,74,18,64,51
